x	xend	y	yend	key	showSelected1	PANEL
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	17.45	0.00243567197504293	0.00243567197504293	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	18.45	-0.00143766174837909	-0.00143766174837909	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	19.45	-0.00132707238311916	-0.00132707238311916	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	20.45	0.00318932128181128	0.00318932128181128	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	21.45	-0.00262758445620778	-0.00262758445620778	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	22.45	-0.00336056623876167	-0.00336056623876167	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	23.45	-5.14183169447776e-05	-5.14183169447776e-05	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	24.45	-0.00280582661737009	-0.00280582661737009	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	25.45	0.00179818130917521	0.00179818130917521	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	26.45	0.00495414607778338	0.00495414607778338	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	27.45	0.00182589350942805	0.00182589350942805	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	28.45	0.00394345313105613	0.00394345313105613	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	29.45	-0.00209226458521205	-0.00209226458521205	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	30.45	-0.00601599743826169	-0.00601599743826169	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	31.45	-0.00725658677852991	-0.00725658677852991	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	32.45	-0.00389718300540599	-0.00389718300540599	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	33.45	-0.00584852912988605	-0.00584852912988605	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
6.55	34.45	-0.00326724731314097	-0.00326724731314097	3	3	1
3.55	6.45	0.105686525579533	0.105686525579533	2	3	1
0.55	3.45	-0.0655008313376992	-0.0655008313376992	1	3	1
34.55	35.45	0.230229501448759	0.230229501448759	3	3	1
33.55	34.45	0.230229501448759	0.230229501448759	2	3	1
0.55	33.45	-0.00113191526610371	-0.00113191526610371	1	3	1
35.55	36.45	0.498936076042694	0.498936076042694	3	3	1
34.55	35.45	0.498936076042694	0.498936076042694	2	3	1
0.55	34.45	0.000855122292869227	0.000855122292869227	1	3	1
36.55	37.45	0.416962376203336	0.416962376203336	3	3	1
34.55	36.45	0.498936076042694	0.498936076042694	2	3	1
0.55	34.45	0.000855122292869227	0.000855122292869227	1	3	1
37.55	38.45	0.234465253637023	0.234465253637023	3	3	1
34.55	37.45	0.471611509429574	0.471611509429574	2	3	1
0.55	34.45	0.000855122292869227	0.000855122292869227	1	3	1
37.55	39.45	0.206989955325322	0.206989955325322	3	3	1
34.55	37.45	0.471611509429574	0.471611509429574	2	3	1
0.55	34.45	0.000855122292869227	0.000855122292869227	1	3	1
37.55	40.45	0.304052881743245	0.304052881743245	3	3	1
34.55	37.45	0.471611509429574	0.471611509429574	2	3	1
0.55	34.45	0.000855122292869227	0.000855122292869227	1	3	1
